replicate,noise_case,method,fidelity_to_reconstruction_target,fidelity_to_ideal_pre_noise_state,ideal_to_target_fidelity,hs_distance_to_target,minimum_eigenvalue,physical,inference_seconds
5,readout_assignment_3pct_5pct,maximum_likelihood,0.9157238179149808,0.9157238179149808,1.0,0.11734220688330603,0.004661214351252221,True,0.07019749999744818
5,readout_assignment_3pct_5pct,neural_network,0.9017656700739258,0.9017656700739258,1.0,0.22596643177392176,0.0066521717561894384,True,0.0002042090054601431
6,finite_shots_only,linear_inversion,0.9949492072001515,0.9949492072001515,1.0,0.09200894315663614,-0.03541856677932106,False,0.0003481250023469329
6,finite_shots_only,maximum_likelihood,0.9876264158804419,0.9876264158804419,1.0,0.06744682377843171,5.432622665872217e-17,True,0.07314708398189396
6,finite_shots_only,neural_network,0.8931603111295461,0.8931603111295461,1.0,0.31129816812412114,0.00816265774826798,True,0.00023791700368747115
6,global_depolarizing_p08,linear_inversion,0.9799866198753348,0.9528668937488698,0.9400000223312492,0.07523957195199732,-0.011448928257530733,False,0.0003535409923642874
6,global_depolarizing_p08,maximum_likelihood,0.974911294749482,0.9444608280759724,0.9400000223312492,0.05882926363953392,1.9907545327345673e-13,True,0.06972058300743811
6,global_depolarizing_p08,neural_network,0.9379650750767717,0.8399355421649493,0.9400000223312492,0.3158996004628969,0.01951923278631264,True,0.00021208400721661747
6,amplitude_damping_p08,linear_inversion,0.9954636755946038,0.9063930616964521,0.9101944728483661,0.060677958908278554,-0.006740389980362476,False,0.0003487089998088777
6,amplitude_damping_p08,maximum_likelihood,0.9912893192350394,0.9001903753607641,0.9101944728483661,0.04067820837734652,1.551646152123082e-13,True,0.0695849169860594
6,amplitude_damping_p08,neural_network,0.9360711375568999,0.8108364257710123,0.9101944728483661,0.2933845943593918,0.01789737865654327,True,0.0002053749922197312
6,phase_damping_p08,linear_inversion,1.0,0.9207497774210139,0.9237665205271904,0.06284326728378002,-0.019827937175392402,False,0.0003481250023469329
6,phase_damping_p08,maximum_likelihood,0.9877617646152933,0.9160814425202052,0.9237665205271904,0.05178055591656147,1.076928124113684e-13,True,0.07006570798694156
6,phase_damping_p08,neural_network,0.9106822493896423,0.8201493938649154,0.9237665205271904,0.34418228255525296,0.021151332251526902,True,0.0002162500168196857
6,biased_pauli_02_01_05,linear_inversion,0.9577734802508576,0.8713272931104196,0.8509716510543361,0.07914637159997806,-0.009643144287801587,False,0.0003510829992592335
6,biased_pauli_02_01_05,maximum_likelihood,0.9486458052051149,0.8796562608421629,0.8509716510543361,0.08011024637510035,6.34170029319492e-12,True,0.07027675001882017
6,biased_pauli_02_01_05,neural_network,0.9289345440591924,0.8109224163643051,0.8509716510543361,0.315686659419445,0.017891814274364204,True,0.0002137910050805658
6,coherent_z_rotation_008rad,linear_inversion,1.0,1.0,0.9960201444383785,0.05826776159076257,-0.03518387216019163,False,0.0003499160229694098
6,coherent_z_rotation_008rad,maximum_likelihood,0.9991331874925103,0.9962325277730011,0.9960201444383785,0.038469504070884224,2.9977270907584586e-15,True,0.06964279100066051
6,coherent_z_rotation_008rad,neural_network,0.8583891791873945,0.8504081855920919,0.9960201444383785,0.31771763578352397,0.009134987339580531,True,0.00020237499848008156
6,readout_assignment_3pct_5pct,linear_inversion,0.8822352324295565,0.8822352324295565,1.0,0.1643215815210105,-0.019568547769436305,False,0.0003549579996615648
6,readout_assignment_3pct_5pct,maximum_likelihood,0.8766913888436232,0.8766913888436232,1.0,0.15767604901076526,4.93754284798585e-13,True,0.06980458300677128
6,readout_assignment_3pct_5pct,neural_network,0.7901114669930668,0.7901114669930668,1.0,0.34718233017669775,0.01731370273615312,True,0.00021404199651442468
7,finite_shots_only,linear_inversion,1.0,1.0,1.0,0.05556306867787916,-0.0274165459988297,False,0.0003551660047378391
